Text,label
The #Karnataka government has informed the High Court that it has been given a clean chit in the shootout case during a protest rally against the Citizenship Amendment Act (#CAA) in 2019 in #Mangalurucity. (IANS) (File Photo) https://t.co/1omNvlcc6a,2
"Ahead of final phase of polls in #Assamelections2021, @vikaskhanna66 explains why @BJP4India has maintained a studied silence on twin issues of #CAA and #NRC #CNBCTV18Views https://t.co/G6VMnipBFn",2
"On December 12, 2019 the Modi administration achieved passage of the discriminatory Citizenship (Amendment) Act (CAA). #IndiaThreatForMuslims #EmergingTeam",1
justice iii functioning of economics or iv service to the ones doing the first three these four kinds of people owing to their chosen karmas career were called brahman kshatriya vaishya and shudras,2
Superb Explanation by @SadhguruJV ji on CAA which can be understood well. Citizenship Amendment Act does justice to those who were denied for decades It gives rights to the disempowered &amp; does not affect the rights of Indian citizens at all.  #IndiaSupportsCAA https://t.co/2iCjO4VlL4,0
Hundreds of students from #FergussonCollege on Tuesday held a protest rally and a campaign inside the campus against the Citizenship Amendment Act and the National Register of Citizens. https://t.co/YdkzYqdy9o #CAAProtest #CAA2019,1
Not only is India's new #CitizenAmendmentAct blatantly anti-Muslim but it also threatens LGBTQ+ folks living in #India. In addition to the #CAA India's brutal crackdown on #Kashmir is the result of PM Modi's push for religious nationalism &amp; India's progression towards fascism. https://t.co/fKCKYAWzXU,1
"in Dec 2019, the Modi administration achieved passage of the discriminatory Citizenship (Amendment) Act, which fast-tracks asylum claims of non-Muslim irregular immigrants from the neighboring Muslim-majority countries of Afghanistan, Bangladesh, and Pakistan. #IndiaToHindustan",1
".@OnReality_Check | ""No U-Turn, CAA implementation is delayed due to #Coronavirus pandemic,"" says Dilip Ghosh, Bengal BJP President #CAA #NRC https://t.co/qWIiA8qbWf",2
"In a relief to #DrKafeelKhan, the Allahabad High Court on Thursday, 26 August, quashed all criminal proceedings pending against him in connection with an anti-#CAA/#NRC speech given by him in 2019. https://t.co/xTWfv6YYXq",2
@RishabhPant17 Sir Through Citizen Amendment Act our Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh &amp; Afghanistan.  #WeSupportCAA &amp; are thankful to Govt. for this Act. https://t.co/EpLIWAUIrR,0
151 years ago we ratified the 15th Amendment to ban the government &amp; states from denying a citizen the right to vote based on race. However voter discrimination is still prevalent today. That's why we must pass the For The People Act &amp; the Voting Rights Advancement Act.,0
indian muslims protesting against caa and nrc,1
"Bihar assembly passes resolution on #NPR, #NRC  https://t.co/gNrQIglrLP",0
Home Minister Amit Shah has tried to clarify the government's stance regarding the National Register of Citizens National Population Register and Citizenship Amendment Act. https://t.co/Pi6IYpNF49,0
NITI Aayog vice-chairman Rajiv Kumar on Tuesday termed the linking of the Citizenship (Amendment) Act (CAA) with the National Register of Citizens (NRC) as ‘most unfortunate’ and that it is aimed at creating fear among the people. https://t.co/cRCPffSxAm,1
the anti caa protests should not die down after lockdown and pandemic is over there is nothing unlawful in organising any peaceful protest on any issue unless there are plans for direct violence caa nrc are unconstitutional and protests must go on,1
@yssKhagariya1 @yssSamastipur @RamsaniP @trueaom @maguruji_h @hoooyyyyy @true_hindu__ @HarishT777 @harne_r @VoraHiral1 Through Citizen Amendment Act the Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh and Afghanistan. #PatrioticIndiansSupportCAA https://t.co/tl7QGhYhKH,0
mohammed salim engineer vice president of jih speaking to the anti caa nrc amp npr protesters at kondhwa shaheen bagh pune protestors have been staging a sit in here for the past days against the controversial citizenship law and related administrative exercises,1
.@sushant_says receives a lot of praise for his stand of #CAA2019 and #JamiaProtest. https://t.co/Cx6rK8Mw5a,2
uneducated and mentally retarded youths done phd in caa amp nrc,2
whoever opposes muslim caa nrc modi government is putting them in jail,2
india is the only country which does not burn flags of the countries which persecute hindu sikhs buddhists jains etc amp responsible for the caa nrc pakistan was created exclusively for muslims but india has more muslims than pakistan why amp how antihindudelhiriots delhiriots,0
"Bangladesh PM Sheikh Hasina has termed as ""internal matters"" of India the Citizenship Amendment Act (#CAA) and the National Register of Citizens (#NRC) but at the same time said the act was ""not necessary"". @IndiaToday @MEAIndia @PMOIndia @narendramodi @DrSJaishankar @AmitShah",1
150-200 Stanford students scholars and professors gathered today at White Plaza to protest India's Citizenship Amendment Act National Register Citizens and brutal crackdown on protestors #StanfordForIndianStudents https://t.co/dliXgZz1F4,1
@CNBCTV18Live From resolution against CAA to Indira canteens to cashback on water bills: Hereâ€™s what Congress manifesto promises Delhi voters #DelhiElections2020 #DelhiElections #CAA  https://t.co/957LfVIHtE,2
if years old citizens ca not be indians caa nrc how can be years old citizens of kashmir,1
you are accountable to almighty who made you stand with folded hands each and every action was noted from kashmir lockdown caa nrc npr to recent delhi pogrom what goes around comes around,1
today an atmosphere of fear is being created this resolution against caa nrc npr presented by today is like a lamp in a storm,1
uttarpradesh govt tells the supremecourt that the extraordinary step to put up hoardings was required for a stronger deterrent caaprotest caa nrc protests,2
a mirror in the times of covid why india needs caa npr nrc muslims travelling had taken wrong visas they travelled on tourist visa when they should have a missionary visa,2
three persons in detention for flouting lockdown guidelines by protesting at shaheen bagh were granted bail on the condition that they must not post any opinion on electronic or print media about caa nrc npr not even on instant messaging platforms hmm,2
please do not forget that the fight has not stopped against communal law caa amp nrc women in aurangabad have continued there sit in protest people there need your support please follow for updates and kindly spread the word thank you,1
you are a traitor and proving that royalty never cared for common man while the common man is on the roads against caa nrc npr and economic breakdown you have ditched ppl and crawled to the fascist party jyotiradityascindia,1
bjp is a league of liars people are stupid but not that stupid in india to believe the sold souls who lie to the nation the anti muslim narratives of bjp temple politics caa nrc implementation amp abrogation of article,1
in yesterday s session they did not even mention caa opposed nrc also only because it will affect hindus and hindus may have to accept that they are pakistanis in order to avoid detention,1
this holi burn holicaa not india brave lady listen to her caa nrc protests indiaagainstcaa npr nrc delhipogrom genocideindelhi,1
#CAA_NRC | RJD workers vandalised auto rickshaws in Bihar after the party leader Tejashwi Yadav called for Bihar Bandh against Citizenship Amendment Act and National Register of Citizens. Watch  https://t.co/GXHs68PqSL,2
A wave of protests have rocked India leaving several people dead. This group gathered in Johannesburg under South Africans against #ApartheidIndia say the Citizen Amendment Act which was passed into law there marginalises Muslims and blocks their naturalisation. #sabcnews https://t.co/25g7LAOIKf,1
aap govt moves resolution against npr in delhi assembly majority will be biggest sufferer indian express no caa no npr no nrc movement should get ready to declare victory coming v soon and happening only because of protests not courts not opp,1
#BanPFI_StopRiots The activists of PFI have been caught with incriminating evidence of fomenting unrest among people against the Citizenship Amendment Act and the National Register of Citizens campaign.@AmitShah https://t.co/IXXYJw1K11,2
Assam Governor bats for #NRC in all states  https://t.co/qH3CpxeKGz,0
"Dangerous report from Delhi Afghan Church in Lajpat Nagar converting #Rohingyas &amp; Afghan Muslims to Christianity to enable them obtain Indian Citizenship under Citizen Amendment Act. Afghan Church's Abid Ahmad Maxwell admitted ""it has converted many R/A Muslims"". HM @AmitShah https://t.co/2EomHOyyqF",2
The upheaval over the Citizenship (Amendment) Act and the National Register of Citizens in India will further complicate India's relations with the Muslim world. https://t.co/wKWTRH7MBD,1
genuinely asking am i missing something tanmay did not get accuse he was accused of not confronting the culprit same as and he is was leading caa nrc movement in mumbai,2
currently in india caa is anti minority nrc npr anti minority tripple talaq anti minority revocation of art anti minority avoid mass gathering anti minority unfortunately today everything is considered anti islam,1
europe toh giyo ultra sickular hindus opposing the caa npr and nrc illegal immigrants from neighbouring countries will run riot in your neighborhood too,0
Congress leader P Chidambaram yesterday joined protest against Citizenship Amendment Act &amp; National Register of Citizens at Park Circus Maidan in Kolkata. #WestBengal https://t.co/u4E92pd2TQ,1
Please live and let live citizens of india . Citizen amendment act has nothing to do with indian citizens . #ISupportCAA_NRC https://t.co/zRsjDyFuQb,0
.@sangbarooahpish analyses two of the most prominent issues that surround the elections – the Citizenship (Amendment) Act and the National Register of Citizen – and whether they play a role in affecting the voting patterns in the state.  https://t.co/sONs3qEf27,2
just in u p govt moves supreme court against high court order asking the lucknow administration to remove posters of those accused of vandalism during anti caa protests pti caa nrc protests,2
Bengal election is also about the Citizenship Amendment Act (CAA) of people who have been here for 70 years without being considered citizens and living as refugee. We are going to implement the CAA very soon here.'' Read Shri @AmitShah's interview - https://t.co/iVdFCah5zR https://t.co/3ivd5626w7,0
pic ji at lunch with up s cm pic at lunch during anti caa nrc protests in kerala the difference is clear,2
telangana assembly passes resolution opposing caa npr and nrc the hindu resistance notocaa nrc npr,1
Delhi: Protest march held from Mandi House to Parliament House against Citizenship Amendment Act National Register of Citizens and National Population Register https://t.co/2xMiEOtVmA,1
"Questioned on CAA &amp; NRC, White House vows to raise it. 'Religious freedom on agenda'; Lutyens call it a 'setback for Govt.' Will India allay U.S 'concern'? Share your view Athar Khan on @thenewshour SPL EDITION. | Tweet with #ModiTrumpSummit https://t.co/kqyTQnRo4t",1
When we see visuals of people agitating against the Citizenship Amendment Act we find most of them a Muslims. If they are already citizens of Bharat they are not at all affected by this Act. The question to be asked is whether those agitating are illegals?,0
teacher shaidul islam signed a good behaviour bond of rs lakh times his monthly income amp presents himself to a magistrate times a month he has no criminal record up police have issued a few thousand such notices to stifle caa nrc protests,2
We wish to express our solidarity with people across India who are fighting for the protection of their constitution...protesting the unconstitutional Citizenship Amendment Act &amp; the National Registry of Citizens even in the face of police violence which we are alarmed by. https://t.co/jpCs2UaQBB,1
"#RIP_PTM As India has been experiencing violent protests across the country against the Anti-Muslim law, Indian Citizenship Amendment Act 2019 (CAA)/(The National Register of Citizenship) in wake of continued lockdown in the Indian occupied Kashmir and violations @TeamPakDefense https://t.co/WWJ2uvDsvo",1
Visa given to Afghan nationals hereafter will be as good as Indian Citizenship..even without amendment in the current Citizenship Amendment Act. This is going to be a one way road. There is going to be no return. Dear @narendramodi protect your citizens first. Don't do this.,1
Now that the people of the country have dismissed them they have gone back to their old measures of divide and rule.  The Citizenship Amendment Act is not applicable to any citizen of India irrespective of his religion: PM Modi #DilliChaleModiKeSaath,0
Those who are protesting the Citizen Amendment Act which gives asylum to persecuted Hindus and Buddhists’ in Pakistan and Bangladesh are supporting their rape murder and forced conversions. Shame!,0
modiji we care for you amp india make social distance from amit sha caa npr nrc amp corona all dangerous for nation jantacurfew was live from his balcony to applaud the doctors nurses amp entire medical amp health staff giving services during coronavirus,1
Amit Shah said that his assessment of the #Delhi polls went wrong but the #polls were not affected by the Citizenship Amendment Act (#CAA) and the National Register of Citizens (#NRC). @AmitShah @BJP4India #DelhiElections2020 #DelhiElectionResult2020 https://t.co/MbsGlk29Jy,2
"@FarOutAkhtar, @anuragkashyap72, @jimSarbh, @humasqureshi and other celebs joined the protest march in Mumbai against #CAA2019. https://t.co/6TehnOGPJT",1
reminder aap has still not passed a resolution against caa npr nrc,2
let s start hindu muslim npr caa nrc mla on sale then he will come out soon whereisamitshah whereistadipar,2
UCU Edinburgh stands in solidarity with students in universities across India who are protesting the Citizenship Amendment Act 2019 (CAA) and the introduction of the National Register of Citizens (NRC). https://t.co/ozTjlZAmpL,1
Kâ€™taka Police gets clean chit in anti-CAA rally shootout case: The Karnataka government has informed the High Court that it has been given a clean chit in the shootout case during a protest rally against the Citizenship Amendment Act (CAA) in 2019 inâ€¦ https://t.co/yR4I30id4c https://t.co/TnGAmnB7hZ,2
such a dehumanizing language from india s home minister indian government has lost credibility on acting impartially towards immigrants we must reject caa which institutionalizes religious discrimination euvoteagainstcaa worldagainstcaa nrc npr,1
On India’s 71st year as a Republic the people of Kerala are set to form a 620-km human chain demanding the withdrawal of the contentious Citizenship Amendment Act (CAA) and the proposed National Register of Citizens (NRC).  https://t.co/FalvJgN4D7 #keralahumanchain,1
prominent members of the film industry well known stand up comics and other activists wrote a statement and put it out on social media to highlight what they call is a witch hunt against protestors who stood against the caa nrc npr delhipolicejawabdo,2
women display slogans written with henna on their hands during a protest against caa nrc npr as they celebrate internationalwomensday at bilal bagh in bengaluru,1
a delegation of muslim clerics and aimim chief asaduddin owasi met telangana cm kcr and thanked him for passing resolution against caa nrc npr in assembly they also extended full support to govt in the fight against covid,1
Huge turnout today at Fed Square protesting India’s Citizenship Amendment Act and National Register of Citizens. Stand up against Hindutva- resist Hindu fascism! #RejectCAA #RejectNRC https://t.co/ZirXeh4Nkc,1
@mohit_om_tomar @gauravhariom Right said  Through Citizen Amendment Act our Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh and Afghanistan.  #WeSupportCAA and are thankful to Govt. for this Act.,0
".@OnReality_Check | ""The CAA promises to put a morbid cloud over India-Bangladesh relationship; [more] than anything has done in last 50 years,"" says Raghu Karnad, Co-Founder, TheWire #CAA #NRC https://t.co/5ZKmA3IbxD",1
farooq abdullah s surprise release amit shah s reposition the govt on caa npr nrc are there threads to join and meet the two bright young journalists who make cuttheclutter possible episode,2
UP Chief Minister's Office: CM Yogi Adityanath has appealed people to maintain peace&amp;harmony and not pay attention to rumours regarding Citizenship Amendment Act. Govt is committed to security of every citizen. For this it is also important that all citizens abide by the laws.,0
Security tightened in view of 'Maharashtra bandh' called by Dalit leader Prakash Ambedkar's Vanchit Bahujan Aghadi (VBA) to oppose Citizenship (Amendment) Act and National Register of Citizens,1
people protesting against caa nrc and npr kadapa andhra pradesh march caa nrc protests indiaagainstcaa nrc npr,1
Citizen's March today (15 January) in Trivandrum against the Citizenship Amendment Act (CAA) and the National Register of Citizens (NRC). At 4 pm from Press Club to the Martyrs' Column at Palayam. #IndiaAgainstCAA_NRC https://t.co/9gfKaaWAs6,1
mr rajdeep sardesai hold on come to south i wil give u hundreds of examples of lovejihad do u hav guts to telecast it in ur tv channel wil u accept my open challenge indiasupportscaa indiasupportsnpr,0
wtf is this have the bloody to say it upfront why lie to the whole nation so blatantly caa nrc,1
yes she may be islamophobic or sanghi so what you will do to her is self made personality and she got it by his art not by the grace of ola there are another cr to appreciate her go and protest for caa nrc npr keep it up nazma appi,2
"Abrogation of Article 370 35 A from Jammu &amp; Kashmir and Enacting the Citizen Amendment Act 2019 is an outcome of All India Hindu Convention. #9thHinduAdhiveshan Main agenda is to Remove ""Secular"" Word from constitution and Declare India as Hindu Rashtra Join &amp; Support &amp; RT https://t.co/TJUVjdGN37",1
NRIs in Chicago came out in big number to support Citizen Amendment Act. #CAASupport  @ofbjp_usa @sambitswaraj @republic @AHindinews @NavbharatTimes @BBCHindi @DDNewsLive https://t.co/bw0NoEvdAz,0
further as a student of law i spoke against the attacks on the fundamental values of our constitution through the discriminatory caa i along with my organization aisa participated in peaceful demonstrations against the caa npr nrc along with thousands of others,1
krishna preventing illegal immigrants in dwaraka excerpts from historical krishna vol footprints of krishna by d k hari amp d k hema hari caa nrc npr caa,0
"12 lakh Hindus &amp; 7 lakh Muslims are out of citizenship. They are doubtful citizens. If we implement #CAA, Muslims will not get citizenship whereas Hindus will get: Prof. Monojit Mondal, Political Analyst, tells Padmaja Joshi on @thenewshour AGENDA. | #CAAShield https://t.co/JKQ2hDfgYV",1
at pm on nd march it would be advisable to stand on your balcony and yell no nrc no caa,1
this video is of a quarantine centre in agra if this is how a quarantine centre looks like in yogi s uttar pradesh covid india how would a detention centre caa npr nrc look like in narendra modi s amit shah s india,2
telangana assembly today passed a resolution against caa nrc npr on the representation of aimim floor leader amp pac chairman akbaruddin owaisi our work is our identity all those who created panic among the public are also exposed today thanks to barrister,1
Citizens from all walks of life came out in large numbers in support of Citizenship Amendment Act at Sankhali today. The rally was led by Chief Minister Pramod Sawant.  #CAAJanJagaran https://t.co/2obEzSu8gc,0
We also would request you to protect all the citizens of banking sector whether cooperative banks or commercial banks or pvt banks or nationalised bank at par after BR Amendment act which you passed for #PMCBankCrisis .Revive @PMCbank before 30.6.2021 https://t.co/VJLVL3KJQM https://t.co/WLBhYNRqS0,2
remember the elderly people who struggled in shaheen bagh and other during your ramadan prayers rabbi irhamhuma kama rabbayanee sagheeran caa nrc protests,2
The Citizenship Amendment Act does not affect any Indian citizen including Muslims: Union Law Minister @rsprasad with @journosaurav on #ChunavManch #DelhiElections,0
after days of continuous protest against caa nrc npr the bilalbagh protest in bengaluru modelled along shaheenbagh suspended the protest after karnataka locked down over coronavirus,2
dear indians whom you want to rule congress rule bjp rule education hindumuslim aiims unemployment iit demonitisation iim gst unversitices caa nrc computer etc,1
the cji asks ag how will ensure the foreign prisoners will not disappear if they be allowed to be released senior advocate colin gonsalves they are not foreigners in real sense living here for decades but do not have papers to show caa nrc covid,2
Smt. Priyanka Gandhi Vadra &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration. #BJPBurningBharat https://t.co/jbNx7fTeRA,1
Lucknow: Women continue to sit near Clock Tower (Ghanta Ghar) to protest against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC). They are sitting on protest since January 17. https://t.co/b3jWseC13t,1
Telangana: People in large numbers staged protest against Citizenship Amendment Act National Register of Citizens and National Population Register in Hyderabad today. https://t.co/dwBOduTab9,1
Citizenship Amendment Act does not affect any Indian citizen #SwaraBhaskarGoBack #CleanIndoreRejectsSWARA,0
why i want to ask why you people raised your voices against caa nrc npr now why shedding this crocodile tears,0
we promises to withdraw the call for boycott of npr as as soon as the union government carries out the amendments while at the same time reiterating that the movement against caa nrc and the discriminatory citizenship regime shall continue likhkedo,0
Protest at Turkaman gate rite now against Citizen Amendment Act. https://t.co/Nufvp6BfOj,1
it s th day anti caa nrc npr agitation continuing in amravati,1
today in nanded againscaanrcnpr caa npr nrc protestnpr,2
telangana has adopted the most comprehensive resolution against caa nrc npr among all indian states on behalf of united muslim action committee amp all people of telangana we must thank for his commitment to our constitutional values,1
Nausin 23 and Jalil Kudroli 49 were killed on Thursday during a protest against the Citizenship (Amendment) Act and the proposed National Register of Citizens https://t.co/UAKaZ1Jp2e #CAA_NRC_Protest,2
allahabad hc observes hoardings of anti caa protesters by up govt as violation of privacy lawyer well done allahabadhighcourt privacy is something which bjp does not know they know to stalk amp harass caa nrc protests uttarpradesh via,1
left parties to observe march the anniversary of martyrdom of bhagat singh rajguru amp sukhdev to consolidate opposition to caa npr nrc process amp to project the vision of a modern inclusive india that bhagat singh worked amp sacrificed his life for,1
AIMIM leader Asaduddin Owaisi in Hyderabad: Whoever is against the National Register of Citizens (NRC) and Citizenship Amendment Act (CAA) should fly tricolour outside their homes. This will send a message to BJP that they have made a wrong and 'black' law. (21.12) https://t.co/LOyBlR5v9t,1
these women are putting their lives in danger to fight the govt of india should revoke the caa cancel nrc npr exercise and focus on testing containment and protecting its people,1
"Jamia Coordination Committee march from #Jamia to Parliament, against #CAA, #NRC and #NPR. (Photo: ANI) More on https://t.co/Fbzw6mR9Q5 and NDTV 24x7 https://t.co/wV5NfFFZsd",1
"Jaiveer Shergill from Congress had been one of the passionate opponents of CAA, which grants Indian citizenship to persecuted minorities https://t.co/LXcdtxeZVv",1
@mukeshjune CongratulationsTo Hon'ble.#TNCM @mkstalin as Resolution Against #CAA2019 Passed in #TNAssembly . https://t.co/UE4A03pbfA,1
"More than a year after the Centre passed #CAA, the Ministry of Home Affairs (MHA) on Tuesday, 2 February said that the rules to be implemented are still under preparation. https://t.co/klC0rt551W",2
.@MamataOfficial has written a song as a mark of protest against the Citizenship Amendment Act (CAA) National Population Register (NPR) and National Register of Citizens (NRC). She has also composed the tune of the song titled ‘Adhikar’. Read More &gt;&gt; https://t.co/BWwDzAV20Z https://t.co/ACyrgHDeur,1
.@LRC_NDTV | â€œOur position on CAA and NRC was made very clear when we voted in a particular way in the parliament and have expressed our concernsâ€,2
deewaron ko pura ranga jaye warna deewaron pe jo ye safed dhabba banaya ja rha hai ye is baat ki gawahi dega ke yahan kisi ki awaz ko chhupaya gya hai inquilabliveson inquilabliveson jamiaresist caa nrc protests caa nrc npr jamiamilliaislamia,1
caa is enacted and notified there is no status quo to maintain on this npr is an ongoing process will start soon and nrc will be done eventually state can not give in to threats of these maniacs,0
some jamats in tn have decided not to accept tn govt s free rice to mosques for eid citing caa nrc npr is massacred sikhs in afghan pakistan denies ration to hindus christians sikhs foreign preachers with invalid visas were arrested from mosques in tn any word,1
"#Video | From a domestic worker to a college prof, all roads seem to lead to Bilal Bagh in Bengaluru, slowly becoming the city's own #ShaheenBagh where women have been staging an indefinite protest against #CAA_NRC_NPR. https://t.co/awooYUqKzZ",1
yes there are mass protests in support of caa support implementation these protesting people doing their jobs as diligently as they can even taking circuitous root avoiding shaheenbag and spending more than hrs extra in traffic to support caa nrc support,0
"Assam elections: Priyanka Gandhi wants to give taxpayersâ€™ money to housewives for free, law to nullify CAA https://t.co/FTCkq3cGkw",1
Delhi: Protest at Delhi University's North Campus against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) and in support of #BharatBandh called by ten trade unions. https://t.co/vIAqo6yXx9,1
people living in india from last years are not residents caa nrc but the people living in j amp k from last years are its residents what logic is that,1
Gujarat: Women protested against the Citizenship Amendment Act and National Register of Citizens in Bharuch yesterday. https://t.co/HVukfno6VQ,1
npr in any form is dangerous to delegitimize muslims of their citizenship npr is futile without nrc npr is being done because nrc will follow as simple as that caa needs to be scrapped at all costs we must boycott npr even if they say we removed this and that nprisnrc,1
Citizenship Amendment Act protests National Population Register National Register of Citizens for Assam @sash041075 @csamudhan #10yearsofynot https://t.co/udMb0fCA6n,0
The Uttar Pradesh Police has been arresting protesters in large numbers in Muzaffarnagar who were opposing the Citizenship Amendment Act and the National Register of Citizens. https://t.co/3enu7eKoI5,2
"#Opinion | ""Illegal migration from #Bangladesh has been the root of the #NRC initiative in #Assam. Experiences suggest Indiaâ€™s initiative to tackle the problem of foreigners internally have been insufficient,"" writes Joyeeta Bhattacharjee. https://t.co/VSTCMnU5jj",2
Smt. @priyankagandhi &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration. #JamiaProtest #AMU #BJPBurningBharat https://t.co/me7Q12qqtY,1
Women continue to sit near Clock Tower to protest against the Citizenship Amendment Act and National Register of Citizens in Lucknow Uttar Pradesh  #CAA #NRC #CAA_NRC_Protests (pics:ANI) https://t.co/gOBfQCyBfW,1
". @OnReality_Check | Siraj Hussain, former Secretary of Agriculture, Government of India, on why the Centre is more willing to hold talks about the controversial #FarmLaws than the similarly opposed #CAA and #NRC https://t.co/eVPZ8xwhyB",2
appeal to the brave women of shaheenabagh to disperse for now take care of yourselves regain strength reorganise states have passed resolutions against caa npr nrc thats battle half won,1
#Maharashtra Chief Minister #UddhavThackeray : #CAA &amp; #NRC both are different and NPR is different. No one has to worry if #CAA gets implemented. NRC is not there &amp; will not be implemented in the state. @vinodjagdale80 #CitizenshipAmendmentAct @CMOMaharashtra @OfficeofUT https://t.co/YQV0sJtcBy,0
Strongly condemn the arrest of @Ram_Guha @nadeemkhanUAH @_YogendraYadav @SitaramYechury Modi government is trying to oppress all kind of democratic dissents.Revoke Citizenship Amendment Act. Scrap National Register of Citizens. #Releaseall #CAA_NRC,1
Political Analyst @ravi4354 and Author &amp; RSS Researcher @RatanSharda55 share their views on Bangladesh &amp; CAA. Join the broadcast with @SiddiquiMaha https://t.co/vlzzlOTDSC,2
In a major setback for Mamata Banerjee's West Bengal government the Calcutta High Court has directed all state-sponsored advertisements against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) to be removed from public platforms. Next hearing on Jan 9th.,2
"#MyReport | ""My #Aadhaar has been rejected 5 times, each time for an issue with my biometric details. It was only on the fifth try that I learnt that this was because my name was not in the #NRC,"" says Gyanandra Rai (via @QuintMyReport). https://t.co/OiW3hIo35i",2
Smt. @priyankagandhi &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration. #JamiaProtest #AMU #BJPBurningBharat https://t.co/8aURCHkGv9,1
People: Citizen Amendment Act - Sign the Petition! #IndiaSupportsCAA https://t.co/HLCawHJ8aG via @ChangeOrg_India,0
mahendrakumar was also one of the best content producer on youtube nammadhwani who uploaded fantastic facts and was a leading activist against nrc and caa as a former bajrangdal leader he had massive courage to expose lies and conspiracies immense loss to karanataka,1
this piece by is the finest most lucid amp most evocative explanation of the assamese identity issue in the context of caa nrc npr a must read to understand a complex sentiment most non assamese do not get,2
those who are denied of food today will be denied of citizenship tomorrow reject the unconstitutional and undemocratic caa nrc npr stop curbing voices who stood against this fightcoronanotactivists,1
justice bose tells sg tushar mehta there is a difference between an individual and a state an individual can do what is not prohibited by law whereas a state can do what is empowered by law so show us the powers caaprotest caa nrc protests,2
may these candles light up their mind in delhi amp they start thinking good for india our movement against caa nrc npr will keep on going until goi takes it back through parliament or sc strikes it out,1
in prison for sedition sharjeel imam explains his idea of india his youngr brother muzzammil writes up sharjeel s arguments on the nrc caa and what he meant by his cut off assam statement via,2
hazrat ali said you may live wherever you want do whatever please you profess the ideology of your choice but i won t allow you to spill the blood of the innocents and make mischief on the earth attented jashn e ali and talk about caa nrc npr husnjihad,1
Smt. @priyankagandhi &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration.  #BJPHataoDeshBachao https://t.co/A0PdCsOI5r,1
it s from akola maharashtra in jantacurfew for coronaalert and fight against caa nrc npr at pm jantacurfewagainstcoronaandnrc,2
"Watch on #TrendingTonight | 90-minute speech in both Houses comes even as campaigning was about to end for Delhi elections. One got the sense that his target was not the MPs but the people, to whom he was explaining his government's stand on CAA, NPR and NRC"": Neerja Chowdhury https://t.co/UpNr7UI9Px",2
Mumbai: Women hold protest against the Citizenship Amendment Act and National Register of Citizens at Agripada https://t.co/NNHuxmsBC9,1
and mosha believes that people from bangladesh afghanistan are dying for indian citizenship caa nrc npr,1
the congress mps who were suspended last week for agitating in the loksabha were demanding that govt provide clarity on caa nrc in the house today requested hon to take a lenient view considering the gravity of the situation amp reinstate them immediately,2
8 January he confessed as per the report. Source: https://t.co/nViMuwvDCN This is now crystal clear that Delhi riots was preplanned and targeted towards Hindus. Their intentions while opposing Citizen Amendment Act (CAA) is to create unrest by fuelling hatred towards Hindus https://t.co/hBiicE90Ab,2
we rejected caa nrc npr bravewomenofshaheenbagh,1
Tamil Nadu: Social Democratic Party of India (SDPI) workers stage protest against Citizenship Amendment Act National Population Register and National Register of Citizens in Chennai. (ANI) https://t.co/d2QjAcml9D,1
I am a citizen of India. I wholeheartedly believe in our Government. 🇮🇳 To show your support to Citizenship Amendment Act 2019 give a missed call on 88662-88662.  Have you dialed in yet? Click the below link and save your certificate. https://t.co/j6tinvuh5X #ISupportCAA https://t.co/RrTOSsibfv,0
#Breaking | BJP's Shakuntala BhartiÂ demands action against the accused AMU student who allegedly threatened his fellow student on social media for supporting CAA/NRC. Listen in. https://t.co/JuTLjDWc3k,2
here s part of d discussion on with on clash of civilisations or clash of faiths where we touch upon illegal migration caa npr nrc amp demographics among other things this episode will be re telecast on sunday at a m,2
#Opinion | The Bangladesh government was highly uncomfortable with both the National Register of Citizens (NRC) and the Citizenship (Amendment) Act (CAA).  The new Assam government has reiterated its commitment to the re-verification of NRC in the state. https://t.co/DgOYNHiVSd,1
congress proposes caa secular bjp brings it communal congress brings nrc secular bjp proposes it communal congress era ramayan broadcast secular bjp brings it to uplift people mood communal how did this national party become such hypocrite congresskihatepolitics,2
talk islam they say gharwapisi i m proudtobeamuslim work for unity amp love they say khatre mein hai i m proudtobeamuslim struggle for peace amp rights they do genocide amp blame you terrorists i m proudtobeamuslim nrc caa npr delhigenocide,1
The Seattle City Council one of the most powerful city councils in the U.S. on Monday unanimously passed a resolution condemning India’s recently-enacted Citizenship Amendment Act (CAA) and the National Register of Citizens (NRC). https://t.co/852hxQQUGR,1
